1.000000e+01	 1.101000e-02	 0.000000e+00 	 3.832516e-06 	 8.606630e+00 	 1.161895e+01
1.350000e+01	 1.471027e-02	 0.000000e+00 	 3.893825e-06 	 1.161895e+01 	 1.558846e+01
1.800000e+01	 1.947394e-02	 0.000000e+00 	 4.117531e-06 	 1.558846e+01 	 2.056696e+01
2.350000e+01	 2.530560e-02	 0.000000e+00 	 4.299960e-06 	 2.056696e+01 	 2.677219e+01
3.050000e+01	 3.273882e-02	 0.000000e+00 	 4.239070e-06 	 2.677219e+01 	 3.492850e+01
4.000000e+01	 4.283658e-02	 0.000000e+00 	 4.157740e-06 	 3.492850e+01 	 4.582576e+01
5.250000e+01	 5.611885e-02	 0.000000e+00 	 4.201464e-06 	 4.582576e+01 	 5.996874e+01
6.850000e+01	 7.307477e-02	 0.000000e+00 	 4.221966e-06 	 5.996874e+01 	 7.829911e+01
8.950000e+01	 9.518913e-02	 0.000000e+00 	 4.189440e-06 	 7.829911e+01 	 1.023303e+02
1.170000e+02	 1.238097e-01	 0.000000e+00 	 4.175270e-06 	 1.023303e+02 	 1.335758e+02
1.525000e+02	 1.600527e-01	 0.000000e+00 	 4.165841e-06 	 1.335758e+02 	 1.737671e+02
1.980000e+02	 2.051795e-01	 0.000000e+00 	 4.076066e-06 	 1.737671e+02 	 2.257986e+02
2.575000e+02	 2.617627e-01	 0.000000e+00 	 3.898407e-06 	 2.257986e+02 	 2.939239e+02
3.355000e+02	 3.316388e-01	 0.000000e+00 	 3.687923e-06 	 2.939239e+02 	 3.826823e+02
4.365000e+02	 4.149529e-01	 0.000000e+00 	 3.425465e-06 	 3.826823e+02 	 4.977085e+02
5.675000e+02	 5.115921e-01	 0.000000e+00 	 3.083198e-06 	 4.977085e+02 	 6.471592e+02
7.380000e+02	 6.198693e-01	 0.000000e+00 	 2.677323e-06 	 6.471592e+02 	 8.414933e+02
9.595000e+02	 7.350690e-01	 0.000000e+00 	 2.228522e-06 	 8.414933e+02 	 1.094055e+03
