2.985813e-01	2.496598e-01	1.960266e-01	1.473473e-01	1.053946e-01	7.028899e-02	4.431999e-02	2.686686e-02	1.553374e-02	8.619753e-03	4.652101e-03	2.462538e-03	1.267574e-03	6.364955e-04	3.155817e-04	1.547027e-04	7.497380e-05	3.603524e-05	
2.496598e-01	2.243210e-01	1.887662e-01	1.512092e-01	1.149424e-01	8.147952e-02	5.444372e-02	3.479401e-02	2.111681e-02	1.223873e-02	6.859498e-03	3.749645e-03	1.984054e-03	1.019803e-03	5.154987e-04	2.567551e-04	1.260592e-04	6.122762e-05	
1.960266e-01	1.887662e-01	1.699480e-01	1.449536e-01	1.170918e-01	8.829436e-02	6.262714e-02	4.230340e-02	2.704175e-02	1.643525e-02	9.607605e-03	5.447092e-03	2.975273e-03	1.571517e-03	8.126862e-04	4.125061e-04	2.057153e-04	1.011961e-04	
1.473473e-01	1.512092e-01	1.449536e-01	1.311447e-01	1.122312e-01	8.980637e-02	6.751323e-02	4.817163e-02	3.244343e-02	2.070277e-02	1.264705e-02	7.454810e-03	4.214685e-03	2.293912e-03	1.216735e-03	6.308719e-04	3.202372e-04	1.598439e-04	
1.053946e-01	1.149424e-01	1.170918e-01	1.122312e-01	1.016856e-01	8.634101e-02	6.883669e-02	5.194877e-02	3.693727e-02	2.481504e-02	1.589428e-02	9.776924e-03	5.744197e-03	3.234538e-03	1.766472e-03	9.388607e-04	4.865964e-04	2.471101e-04	
7.028899e-02	8.147952e-02	8.829436e-02	8.980637e-02	8.634101e-02	7.802572e-02	6.621260e-02	5.307084e-02	4.002909e-02	2.846482e-02	1.922789e-02	1.241844e-02	7.630525e-03	4.473768e-03	2.530900e-03	1.386554e-03	7.373962e-04	3.826478e-04	
4.431999e-02	5.444372e-02	6.262714e-02	6.751323e-02	6.883669e-02	6.621260e-02	5.985176e-02	5.102316e-02	4.090997e-02	3.087897e-02	2.207461e-02	1.503048e-02	9.703740e-03	5.953825e-03	3.507179e-03	1.990633e-03	1.091486e-03	5.812354e-04	
2.686686e-02	3.479401e-02	4.230340e-02	4.817163e-02	5.194877e-02	5.307084e-02	5.102316e-02	4.622431e-02	3.939123e-02	3.157646e-02	2.391911e-02	1.720389e-02	1.170184e-02	7.539188e-03	4.642264e-03	2.741136e-03	1.556063e-03	8.537144e-04	
1.553374e-02	2.111681e-02	2.704175e-02	3.244343e-02	3.693727e-02	4.002909e-02	4.090997e-02	3.939123e-02	3.570508e-02	3.043970e-02	2.448301e-02	1.865140e-02	1.341102e-02	9.109614e-03	5.890208e-03	3.636082e-03	2.147798e-03	1.220024e-03	
8.619753e-03	1.223873e-02	1.643525e-02	2.070277e-02	2.481504e-02	2.846482e-02	3.087897e-02	3.157646e-02	3.043970e-02	2.761383e-02	2.361045e-02	1.908543e-02	1.454324e-02	1.044877e-02	7.121986e-03	4.616588e-03	2.851147e-03	1.685052e-03	
4.652101e-03	6.859498e-03	9.607605e-03	1.264705e-02	1.589428e-02	1.922789e-02	2.207461e-02	2.391911e-02	2.448301e-02	2.361045e-02	2.145355e-02	1.840757e-02	1.488015e-02	1.132747e-02	8.159007e-03	5.570972e-03	3.610579e-03	2.229308e-03	
2.462538e-03	3.749645e-03	5.447092e-03	7.454810e-03	9.776924e-03	1.241844e-02	1.503048e-02	1.720389e-02	1.865140e-02	1.908543e-02	1.840757e-02	1.675546e-02	1.437006e-02	1.159938e-02	8.841691e-03	6.372594e-03	4.346205e-03	2.812844e-03	
1.267574e-03	1.984054e-03	2.975273e-03	4.214685e-03	5.744197e-03	7.630525e-03	9.703740e-03	1.170184e-02	1.341102e-02	1.454324e-02	1.488015e-02	1.437006e-02	1.308431e-02	1.121357e-02	9.062678e-03	6.912193e-03	4.976169e-03	3.387964e-03	
6.364955e-04	1.019803e-03	1.571517e-03	2.293912e-03	3.234538e-03	4.473768e-03	5.953825e-03	7.539188e-03	9.109614e-03	1.044877e-02	1.132747e-02	1.159938e-02	1.121357e-02	1.021045e-02	8.760226e-03	7.083234e-03	5.395524e-03	3.875965e-03	
3.155817e-04	5.154987e-04	8.126862e-04	1.216735e-03	1.766472e-03	2.530900e-03	3.507179e-03	4.642264e-03	5.890208e-03	7.121986e-03	8.159007e-03	8.841691e-03	9.062678e-03	8.760226e-03	7.977148e-03	6.840147e-03	5.518010e-03	4.188661e-03	
1.547027e-04	2.567551e-04	4.125061e-04	6.308719e-04	9.388607e-04	1.386554e-03	1.990633e-03	2.741136e-03	3.636082e-03	4.616588e-03	5.570972e-03	6.372594e-03	6.912193e-03	7.083234e-03	6.840147e-03	6.218313e-03	5.313977e-03	4.265902e-03	
7.497380e-05	1.260592e-04	2.057153e-04	3.202372e-04	4.865964e-04	7.373962e-04	1.091486e-03	1.556063e-03	2.147798e-03	2.851147e-03	3.610579e-03	4.346205e-03	4.976169e-03	5.395524e-03	5.518010e-03	5.313977e-03	4.809139e-03	4.083690e-03	
3.603524e-05	6.122762e-05	1.011961e-04	1.598439e-04	2.471101e-04	3.826478e-04	5.812354e-04	8.537144e-04	1.220024e-03	1.685052e-03	2.229308e-03	2.812844e-03	3.387964e-03	3.875965e-03	4.188661e-03	4.265902e-03	4.083690e-03	3.665633e-03	
